[2026-05-17T21:27:16.738Z] GET http://localhost:5173/ → 200 (11ms, 837B)
[2026-05-17T21:31:20.123Z] GET https://cdn.tailwindcss.com/ → 302 (66ms, ?B)
[2026-05-17T21:31:20.123Z] GET https://unpkg.com/three@0.160.0/build/three.module.js → 200 (280ms, 1272972B)
[2026-05-17T21:31:20.124Z] GET https://unpkg.com/three@0.160.0/examples/jsm/geometries/RoundedBoxGeometry.js → 200 (73ms, 4625B)
[2026-05-17T21:31:20.189Z] GET https://cdn.tailwindcss.com/3.4.17 → 200 (27ms, 407279B)
[2026-05-17T21:31:20.401Z] GET https://fonts.gstatic.com/s/geist/v5/gyByhwUxId8gMEwcGFWNOITd.woff2 → 200 (72ms, 29288B)
[2026-05-17T21:31:20.402Z] GET https://fonts.gstatic.com/s/geistmono/v5/or3nQ6H-1_WfwkMZI_qYFrcdmhHkjko.woff2 → 200 (71ms, 29972B)
[2026-05-17T21:31:20.506Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, 48432B)
[2026-05-17T21:31:58.414Z] GET https://andersonscat.github.io/agent-messenger-landing/ → 200 (2ms, 94858B)
[2026-05-17T21:31:58.422Z] GET https://fonts.googleapis.com/css2?family=Geist:wght@300;400;500;600;700;800;900&family=Geist+Mono:wght@400;500&family=Inter:wght@400;500;600;700&display=swap → 200 (?ms, 27246B)
[2026-05-17T21:31:58.422Z] GET https://cdn.tailwindcss.com/ → 200 (?ms, 407279B)
[2026-05-17T21:31:58.422Z] GET https://unpkg.com/three@0.160.0/build/three.module.js → 200 (?ms, 1272972B)
[2026-05-17T21:31:58.422Z] GET https://unpkg.com/three@0.160.0/examples/jsm/geometries/RoundedBoxGeometry.js → 200 (?ms, 4625B)
[2026-05-17T21:31:58.536Z] GET https://fonts.gstatic.com/s/geist/v5/gyByhwUxId8gMEwcGFWNOITd.woff2 → 200 (?ms, ?B)
[2026-05-17T21:31:58.536Z] GET https://fonts.gstatic.com/s/geistmono/v5/or3nQ6H-1_WfwkMZI_qYFrcdmhHkjko.woff2 → 200 (1ms, ?B)
[2026-05-17T21:31:58.538Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-05-17T21:35:15.650Z] GET http://localhost:5173/ → 200 (3ms, 1028B)
[2026-05-17T21:35:15.706Z] GET http://localhost:5173/@vite/client → 200 (4ms, 137725B)
[2026-05-17T21:35:15.706Z] GET https://fonts.googleapis.com/css2?family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;0,9..40,800;1,9..40,400&family=DM+Mono:wght@400;500&display=swap → 200 (45ms, 7671B)
[2026-05-17T21:35:15.706Z] GET http://localhost:5173/src/main.jsx?t=1779053707795 → 200 (2ms, 1940B)
[2026-05-17T21:35:15.708Z] GET http://localhost:5173/@react-refresh → 200 (7ms, 117548B)
[2026-05-17T21:35:15.709Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=9a6496fd → 200 (4ms, 36963B)
[2026-05-17T21:35:15.710Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=9a6496fd → 200 (3ms, 155B)
[2026-05-17T21:35:15.710Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=2a7c79fd → 200 (5ms, 1054B)
[2026-05-17T21:35:15.710Z] GET http://localhost:5173/src/index.css?t=1779053597425 → 200 (5ms, 2370B)
[2026-05-17T21:35:15.710Z] GET http://localhost:5173/src/App.jsx?t=1779053707795 → 200 (6ms, 8747B)
[2026-05-17T21:35:15.711Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (6ms, 4021B)
[2026-05-17T21:35:15.713Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-REFQX4J5.js?v=18bf1193 → 200 (4ms, 77956B)
[2026-05-17T21:35:15.715Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-373CG7ZK.js?v=18bf1193 → 200 (8ms, 928023B)
[2026-05-17T21:35:15.716Z] GET http://localhost:5173/src/components/IntakeScreen.jsx?t=1779053626405 → 200 (1ms, 22329B)
[2026-05-17T21:35:15.716Z] GET http://localhost:5173/src/components/ResearchScreen.jsx?t=1779053650532 → 200 (2ms, 18896B)
[2026-05-17T21:35:15.716Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779053701432 → 200 (2ms, 18202B)
[2026-05-17T21:35:15.717Z] GET http://localhost:5173/src/App.css?t=1779053704766 → 200 (2ms, 562B)
[2026-05-17T21:35:15.717Z] GET http://localhost:5173/src/components/IntakeScreen.css?t=1779053614484 → 200 (2ms, 4874B)
[2026-05-17T21:35:15.718Z] GET http://localhost:5173/src/utils/businessAnalyzer.js → 200 (2ms, 9533B)
[2026-05-17T21:35:15.718Z] GET http://localhost:5173/src/components/ResearchScreen.css?t=1779053640335 → 200 (1ms, 3642B)
[2026-05-17T21:35:15.719Z] GET http://localhost:5173/src/components/AgentCard.jsx?t=1779053667599 → 200 (3ms, 45893B)
[2026-05-17T21:35:15.719Z] GET http://localhost:5173/src/components/SpawnScreen.css?t=1779053689316 → 200 (1ms, 4157B)
[2026-05-17T21:35:15.720Z] GET http://localhost:5173/src/utils/agentTemplates.js → 200 (2ms, 42699B)
[2026-05-17T21:35:15.722Z] GET http://localhost:5173/src/components/AgentCard.css?t=1779053667599 → 200 (?ms, 4461B)
[2026-05-17T21:35:15.794Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → pending (?ms, ?B)
[2026-05-17T21:35:43.973Z] POST http://localhost:5173/api/analyze → 500 (2ms, ?B)
[2026-05-17T21:40:04.451Z] GET http://localhost:5173/src/components/ResearchScreen.jsx?t=1779054004442 → 200 (2ms, 18912B)
[2026-05-17T21:40:04.455Z] GET http://localhost:5173/src/utils/businessAnalyzer.js?t=1779054004442 → 200 (1ms, 9597B)
[2026-05-17T21:40:04.456Z] GET http://localhost:5173/src/utils/agentTemplates.js?t=1779054004442 → 200 (3ms, 46313B)
[2026-05-17T21:40:08.281Z] GET http://localhost:5173/src/components/IntakeScreen.jsx?t=1779054008279 → 200 (13ms, 22329B)
[2026-05-17T21:40:11.815Z] GET http://localhost:5173/src/components/ResearchScreen.jsx?t=1779054011814 → 200 (13ms, 18912B)
[2026-05-17T21:40:14.644Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779054014643 → 200 (10ms, 18202B)
[2026-05-17T21:40:17.731Z] GET http://localhost:5173/ → 200 (3ms, 1028B)
[2026-05-17T21:40:17.740Z] GET http://localhost:5173/@vite/client → 200 (4ms, 137725B)
[2026-05-17T21:40:17.740Z] GET https://fonts.googleapis.com/css2?family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;0,9..40,800;1,9..40,400&family=DM+Mono:wght@400;500&display=swap → 200 (1ms, 7671B)
[2026-05-17T21:40:17.742Z] GET http://localhost:5173/src/main.jsx?t=1779054014643 → 200 (3ms, 1940B)
[2026-05-17T21:40:17.742Z] GET http://localhost:5173/@react-refresh → 200 (48ms, 117548B)
[2026-05-17T21:40:17.743Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-05-17T21:40:17.744Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (46ms, 4021B)
[2026-05-17T21:40:17.745Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=9a6496fd → 200 (?ms, 36963B)
[2026-05-17T21:40:17.745Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=9a6496fd → 200 (4ms, 155B)
[2026-05-17T21:40:17.750Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=2a7c79fd → 200 (?ms, 1054B)
[2026-05-17T21:40:17.751Z] GET http://localhost:5173/src/index.css?t=1779053597425 → 200 (42ms, 2370B)
[2026-05-17T21:40:17.752Z] GET http://localhost:5173/src/App.jsx?t=1779054014643 → 200 (40ms, 8747B)
[2026-05-17T21:40:17.772Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-REFQX4J5.js?v=18bf1193 → 200 (1ms, 77956B)
[2026-05-17T21:40:17.774Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-373CG7ZK.js?v=18bf1193 → 200 (?ms, 928023B)
[2026-05-17T21:40:17.792Z] GET http://localhost:5173/src/components/IntakeScreen.jsx?t=1779054008279 → 304 (2ms, ?B)
[2026-05-17T21:40:17.792Z] GET http://localhost:5173/src/components/ResearchScreen.jsx?t=1779054011814 → 304 (2ms, ?B)
[2026-05-17T21:40:17.792Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779054014643 → 304 (3ms, ?B)
[2026-05-17T21:40:17.792Z] GET http://localhost:5173/src/App.css?t=1779053704766 → 200 (11ms, 562B)
[2026-05-17T21:40:17.794Z] GET http://localhost:5173/src/components/IntakeScreen.css?t=1779053614484 → 200 (4ms, 4874B)
[2026-05-17T21:40:17.794Z] GET http://localhost:5173/src/utils/businessAnalyzer.js?t=1779054004442 → 304 (9ms, ?B)
[2026-05-17T21:40:17.795Z] GET http://localhost:5173/src/components/ResearchScreen.css?t=1779053640335 → 200 (8ms, 3642B)
[2026-05-17T21:40:17.796Z] GET http://localhost:5173/src/components/AgentCard.jsx?t=1779053667599 → 200 (11ms, 45893B)
[2026-05-17T21:40:17.796Z] GET http://localhost:5173/src/components/SpawnScreen.css?t=1779053689316 → 200 (14ms, 4157B)
[2026-05-17T21:40:17.803Z] GET http://localhost:5173/src/utils/agentTemplates.js?t=1779054004442 → 304 (4ms, ?B)
[2026-05-17T21:40:17.807Z] GET http://localhost:5173/src/components/AgentCard.css?t=1779053667599 → 200 (15ms, 4461B)
[2026-05-17T21:40:35.548Z] GET http://localhost:5173/ → 200 (2ms, 1028B)
[2026-05-17T21:40:35.554Z] GET http://localhost:5173/@vite/client → 304 (2ms, ?B)
[2026-05-17T21:40:35.555Z] GET https://fonts.googleapis.com/css2?family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;0,9..40,800;1,9..40,400&family=DM+Mono:wght@400;500&display=swap → 200 (?ms, 7671B)
[2026-05-17T21:40:35.556Z] GET http://localhost:5173/src/main.jsx?t=1779054014643 → 304 (1ms, ?B)
[2026-05-17T21:40:35.556Z] GET http://localhost:5173/@react-refresh → 304 (10ms, ?B)
[2026-05-17T21:40:35.557Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 304 (9ms, ?B)
[2026-05-17T21:40:35.557Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=9a6496fd → 200 (?ms, 36963B)
[2026-05-17T21:40:35.559Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=9a6496fd → 200 (?ms, 155B)
[2026-05-17T21:40:35.559Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=2a7c79fd → 200 (?ms, 1054B)
[2026-05-17T21:40:35.559Z] GET http://localhost:5173/src/index.css?t=1779053597425 → 304 (8ms, ?B)
[2026-05-17T21:40:35.565Z] GET http://localhost:5173/src/App.jsx?t=1779054014643 → 304 (2ms, ?B)
[2026-05-17T21:40:35.565Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-REFQX4J5.js?v=18bf1193 → 200 (?ms, 77956B)
[2026-05-17T21:40:35.565Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-373CG7ZK.js?v=18bf1193 → 200 (?ms, 928023B)
[2026-05-17T21:40:35.567Z] GET http://localhost:5173/src/components/IntakeScreen.jsx?t=1779054008279 → 304 (1ms, ?B)
[2026-05-17T21:40:35.567Z] GET http://localhost:5173/src/components/ResearchScreen.jsx?t=1779054011814 → 304 (1ms, ?B)
[2026-05-17T21:40:35.567Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779054014643 → 304 (1ms, ?B)
[2026-05-17T21:40:35.567Z] GET http://localhost:5173/src/App.css?t=1779053704766 → 304 (2ms, ?B)
[2026-05-17T21:40:35.568Z] GET http://localhost:5173/src/components/IntakeScreen.css?t=1779053614484 → 304 (1ms, ?B)
[2026-05-17T21:40:35.568Z] GET http://localhost:5173/src/utils/businessAnalyzer.js?t=1779054004442 → 304 (1ms, ?B)
[2026-05-17T21:40:35.568Z] GET http://localhost:5173/src/components/ResearchScreen.css?t=1779053640335 → 304 (1ms, ?B)
[2026-05-17T21:40:35.568Z] GET http://localhost:5173/src/components/AgentCard.jsx?t=1779053667599 → 304 (1ms, ?B)
[2026-05-17T21:40:35.568Z] GET http://localhost:5173/src/components/SpawnScreen.css?t=1779053689316 → 304 (2ms, ?B)
[2026-05-17T21:40:35.569Z] GET http://localhost:5173/src/utils/agentTemplates.js?t=1779054004442 → 304 (1ms, ?B)
[2026-05-17T21:40:35.569Z] GET http://localhost:5173/src/components/AgentCard.css?t=1779053667599 → 304 (2ms, ?B)
[2026-05-17T21:40:35.572Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (1ms, ?B)
[2026-05-17T21:40:37.679Z] POST http://localhost:5173/api/analyze → 500 (10ms, ?B)
[2026-05-17T21:48:31.201Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779054511194 → 200 (23ms, 18600B)
[2026-05-17T21:48:31.225Z] GET http://localhost:5173/src/components/AgentModal.jsx → 200 (39ms, 98908B)
[2026-05-17T21:48:31.265Z] GET http://localhost:5173/src/components/AgentModal.css → 200 (?ms, 13692B)
[2026-05-17T21:48:34.326Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779054514324 → 200 (14ms, 18779B)
[2026-05-17T21:48:37.455Z] GET http://localhost:5173/src/components/SpawnScreen.jsx?t=1779054517454 → 200 (11ms, 19934B)
[2026-05-17T21:48:42.910Z] GET http://localhost:5173/src/components/AgentCard.jsx?t=1779054522908 → pending (?ms, ?B)
[2026-05-17T21:48:46.448Z] GET http://localhost:5173/src/components/AgentCard.jsx?t=1779054526446 → 200 (19ms, 46138B)
[2026-05-17T21:48:52.107Z] GET http://localhost:5173/src/components/AgentCard.css?t=1779054532104 → 200 (3ms, 4548B)
[2026-05-17T21:48:55.037Z] GET http://localhost:5173/src/components/AgentCard.css?t=1779054535036 → 200 (2ms, 4565B)
